ID,Feed,Sentiment
,بدون تعليق أقوى رجل سياسة و نقطة وارجع للسطر,Positive
,Inhebha,Positive
,bravo vraiment tayara (y),Positive
,احلي سامي,Positive
,mala tahana mouch rajil bled 9abi 9abi,Negative
,Vrm la9ta tayara bravo,Positive
,Bravo kadouja abda3ti ......,Positive
,maseeeeeeeeeeeet w damou rziiiiiiiiiiiiiiiiiiiiiine pfffff brabi raj3ou nawfel,Negative
,Mahlehommmmmm,Positive
,توا تأكدت أنو انت صفر و تافه و أبله و اهم حاجة انت قرد شمبنزي(حاشة خليقة الرحمان) هههه ..,Negative
,yhabbal rawwwww3a,Positive
,اسوء حلقة شفنها في طريقة التقديم,Negative
,ما لقيت ما نقول هي مبدعة و ما ينجم حد ينكر في هذا,Positive
,طبعا الشمطاء مايا اللي تنبح على الضصديق والعدو,Negative
,e555 echnkarho !! w7ed tefah masst lassat may3rach ymathel !!,Negative
,Ja3for eser tayer eliom,Positive
,bravo walid tounsi,Positive
,Jet bmechekel ema ma7leha,Positive
,"كل يوم يزداد إحترامي لهذا الشخص، أرجوكم تعلموا منه فمن الصعب أن يأتي الزمان بشخص مثله",Positive
,a7la toufa :*,Positive
,Hhhh heyl w yda7ek bravo :-P,Positive
,صلاح مصباح من ارقى الفنانين احساس و فكر,Positive
,M3alim,Positive
,M3ALLEMMMMMMMMMMMM BRAVOOOOO,Positive
,بدون تعليق,Negative
,برفو فوزي وبنسبة لزينة القصرينية ممتزة كيما  عرفناها,Positive
,فنانة كبيرة,Positive
,Yessir met5l9a,Positive
,"متناقض, هزيل الغلطة فلي إنتخبوك",Negative
,brjlya a5yb wa7d fi blto,Negative
,برافو رحموني,Positive
,Oui 3ejbetni barcha tike isaha semi il fehri,Positive
,Ili ie3jbni fiih dima iekhdem w i7awel fi kol mara bech i9adem makhir.bravo,Positive
,هذا شيخ اللواط و الوموبنة أمثالكم... الإسلام بريء منكم,Negative
,<3 <3,Positive
,Rak masata rak lasata,Negative
,محلى صوتها,Positive
,راجل كبير و فاسد,Negative
,بكل صراحة الكلمة اللي قلتها عيب و متجيش . إنت تحكي عالثقافة والفكر و هذا تصرف مش متع إنسان مثقف و محترم. مع الأسف إنت محترمتش المشاهد. لو تحب ترجع إعتبارك تعتذر من المشاهدين .,Negative
,m3alem   baredli   3la   9albi,Positive
,الكبير كبير,Positive
,هذا المنشط متربي وقال له ي ما عاد ش تجيبولنا هناك راس تل يصل اللي ماهواش متربي,Positive
,كلام موزون و معقول,Positive
,wajiha zinet el7al9a bravooooooooooo,Positive
,27la 3la 9alb mil la3sel,Positive
,مقداد البلعوط عاد إليكم من جديد,Negative
,Bravoo,Positive
,Brabi goul moukded yezi min klem feregh ou kali nes tekdem 3ala roha kol    raw kalamek mouch 3ajebni hata taref,Negative
,طحين,Negative
,maset 3 le5er w bras omek la3ad tothher fi télé,Negative
,Allah yonsrek ya walid ettounsi ya3tek essa7a,Positive
,عليكم اللعنة عملتو العارًًًًًًًً,Negative
,tayara,Positive
,si samir ne7tarmek w baramjek nej7,Positive
,Tebarkallah 3liha wlh bakteni la9ta 😢,Positive
,ma7lek najla,Positive
,الله لا تباركلكم في ها الشهر الفضيل.,Negative
,سيتكوم عالمي,Positive
,bravo ناجي جلول \,Positive
,Maset maydha7aknich jemla,Negative
,Tfouh alih,Negative
,Badir tayara,Positive
,3sal,Positive
,الانسان هذا بلييبيييد,Negative
,Bravooooo,Positive
,شكيب الدرويش أكبر منافق موش معقول في كل حلقة يخلق الفتنة و يتهكم راك إنسان تافه و مكروه تفكيرك داعشي .,Negative
,"بلحق حلقة ليلا موش نرمال
#تونس بخير",Positive
,a7sen la9ta,Positive
,تبارك الله عليها بصراحة,Positive
,Mahlaha lfaza wallah <3,Positive
,ملا حيوانات؟,Negative
,عسل هاجر هههه محلا زينك هههه توهبل,Positive
,Lmastiiiiin lkoooool surtout eka 7anene,Negative
,تحية واخﻻص لهدا الاب الشجاع و الحنون ...ربي يفرج عليك ان شاء الله,Positive
,ملا موبنى,Negative
,HANEN CHOGRANI......yessir 3assoula...,Positive
,bravo mawhba 7lowa barcha ena wlh lin bkit bravo ♥♡ bon courage,Positive
,Yser 7louwa  el fekra . bravooo,Positive
,zeyed ye ja3four jawek wa7do,Positive
,من نجاح لنجاح كل التوفيق لقناة الحوار (للنبارة تتفرجو و تنبرو ),Positive
,9adech wathe9 min nefssou,Negative
,brcha 9o7b,Negative
,راااااااااااااااااااجل,Positive
,نحب نقول لجعفر الله يرحم والديك شبعت بالضحك فرهدتلي على قلبي,Positive
,"#مانيش_مسامح",Negative
,Masta,Negative
,Hhhh wahdek karim,Positive
,ma7lék w nchala dima mnawra,Positive
,Bravo walid,Positive
,انت معلم و احنا منك نتعلم,Positive
,خير من هاك الماسط متاع سلام مسيو,Negative
,oui masset barcha w maydhaakech,Negative
,رجل تونس الأول و موحدها    من دون منازع .... نحبك يا شيخ,Positive
,Brasmi a7sen ni3ma hiya l5wat fi dinia walh Ana 3andi 5oya ma m5alini na9es shay rabi y5alih w rabí y5alilkoum 5watkoum nass kol,Positive
,tfiiiiiiih  3ala  hal  mandher,Negative
,عبد الفتاح فايقلها ليوم,Positive
,Ana nmout 3liha 3asoula,Positive
,Mast last,Negative
,إشاله ربي يهلكهم,Negative
,Maset,Negative
,Mala tafhat mamstha :p,Negative
,mridh rabi yechfih #lotfi hezou 3adiyou 3lihh,Negative
,mouch mitrobi,Negative
,el jandoubi massta,Negative
,bravo mahleha rabi y5aliha saghrouna,Positive
,عاهرة من عاهرات ابليس🔥,Negative
,Bravo,Positive
,Bravooo  chab3a dhahek,Positive
,حسني الله ونعم الوكيل فيكوم,Negative
,يعمل العار,Negative
,محلاك يا مي ♡♡♡,Positive
,Patron,Positive
,رجل والرجال قلائل,Positive
,ماسطة برشا,Negative
,Machaallah aliha,Positive
,klleeeeeb tfouh a3lihom,Negative
,Bravo,Positive
,Masta,Negative
,مخيب راسك و ممسطك قداش نكرهك,Negative
,Good amin dima mnawer,Positive
,ta7on,Negative
,جعفور عز الناس,Positive
,العيب موش إنه مثلي العيب إلي راجل يحكي معاه و هو يقول أنت ربي بش  تحسبني يعني ميبون و يوخر و زيد قليل تربية,Negative
,جو عليه :v,Positive
,"اووووووف قداش ماسط هالبشر...سؤال امين في بلاصتو...اشبيك ما تمثل كان ادوار القواد،والخديم والمتله...فعلا ياسر قديم وياسر تاعب في مخو وفي لسانو وخاصة في قلبو...الله يسامحك امين",Negative
,hhhh dhamra,Positive
,لا حولة و لا قوة إلا بالله,Negative
,عندي برشا ما تفرجتش في حصة راقية كيما الليلة برافووو.. أنا بلاصة أمين نعتزل بعد حصة كيما هاذي,Positive
,نور احسن مغني صاحب جو وتيارة احسن راجل .. شنحبك يا نور,Positive
,Maseeeeeet -______-,Negative
,سي جلول راجل و يعطيك الف صحة ..,Positive
,Bravoooooo sami wallah m9atel tho7k et surtout karim l 8arbi(sabri),Positive
,Sami el fehri berasmi 5raj mel 7abs mo5ou fased,Negative
,ما شاء الله,Positive
,"حسين الديك يامعذبهم صوت أناقة أبداع خوي ربي معك",Positive
,Maset chway walit ..,Negative
,إعلام   العار  يا كلاب,Negative
,"لعن الله على لي ما يستحي ،",Negative
,مخيبو و مخيب راسو,Negative
,rak masset rak lasset,Negative
,"ريم الرياحي مافماش منها برشا و قليل تلقى ممثلة بالشخصية هذه  بصراحة تبارك الله عليها هذه تمثل المرأة التونسية ممثلة و متربية و عندها شخصية توا البعض من الممثلات على خاطرهم معروفين عاملين لعجب  نحب نقوللها برافو ريم و ان شاء الله توالي في كل رمضان موجودة في التلفزة التونسية ان شاء الله دائما في نجاح و تقدم",Positive
,a7la kafon,Positive
,Hlewa barcha bravo sami ☺☺☺,Positive
,Bravooooo,Positive
,Hhh jaw 3lih,Positive
,صوتها حلو .. (ربي معاها ),Positive
,Oui ti3jibni,Positive
,M3almaaa 💓 b sars7aaa ... tayaara,Positive
,ena 3jebni barcha 3mal haja jdida fel musiqua,Positive
,Ach bikom tafhine awlade lamine i5iiiiiiiiiiiiiiiiiiiiih,Negative
,Taw hedha mante9 !! Kathroulha,Negative
,rojla,Positive
,Karim il gharbi masit i sitcom ma3jibnich,Negative
,Walah nawfel wertrni we7dou,Positive
,العربي المازني كي الزبلة في البوبالة,Negative
,ملا سلعة اش تطلع تونس من 💩💩💩💩💩💩💩,Negative
,Yam3alem,Positive
,maaaaaaset -_-,Negative
,Bravo...,Positive
,"helket o fasdet nsibti la3ziza, lamen9alleha barri rawhi fok 3lek",Negative
,mamset mleyketha,Negative
,أحل جعفور برفو,Positive
,ملا فضايح مستوي منحط معتش نجم نتفرج مع عايلتي,Negative
,بكل بساطة معلم,Positive
,Ja3fouur bou zinek.   :*,Positive
,Ooooooooh go3ra,Negative
,Bravo y'a si neji irajel rajel w il kakb kalb,Positive
,"برشا حب !! الحب عندكم بوس و رغبة و شهوة !!! مسلسل تافه مبني على قصة هزيلة و ضعيفة و عامل منها راس مال و قضية , و طبعا بما انو امخاخ التوانسة تافهة سي نورمال بش يحبوه و يعطيوه قيمة اكثر من قيمتو",Negative
,Maaaaaaaaasta lasta ew zide ech 3amlet hia,Negative
,ماسط لاسط,Positive
,رجل واعي و مثقف ♥,Positive
,معجبني كان ديدجي في وهرة و لكلام  و خاصتا لينات ... لحاصيلو وحدك يا كوستا,Positive
,Ya3jibni awled mofida kamil mouch kan lakta hedhika ama heki lakta tayara,Positive
,روعة حضور  أسطوري صورا جميلة   لكل الفنانين توانسى .أنا من عشاق الفنانة ذكرا محمد  الله يرحمها,Positive
,3wi9la w ndhayfa ama khsara ma3and'hech chaabeya kbira ken jet t3ary w twari momken ray star akther men haka ! Dhaw9 etounssi fi 3inou mech wedhnou,Positive
,ma3allem,Positive
,"مستويات منحطة,",Negative
,نحب نقلك راك ممثلة فاشلة ومصابة بجنون العظمة الي يشوفها تحكي يقول هذي ممثلة في هوليود ماخذة الف اوسكار وهي موش معروفة من اصلو,Negative
,على حليلتها أمونة ربي ينجحها,Positive
,سببتم لنا العار نحن نعاني من صدمات العقلية المتردية وانتم تسببون لنا الاحراج مع المصريين الرخيصين و عندما لايجدون حلا يشتموننا بكم,Negative
,قناتكم عملت الريحة,Negative
,Chou ma7lek wenti mastoura ya5tyyyyy,Positive
,واللاهي جبري ملا مقدمة عندوا ديما أنا في سنين قعدت بطال ملا جبري Hhhh,Negative
,Top top Nchala manasm3ouch bik fi masr  tmathel .... .,Positive
,Bravo,Positive
,Chbik ya amine jaybelnaaa ha ta3abb wlh kabdi le3bet mamsto a3333 bch netkaya hachakom,Negative
,محلاااااك ألفة,Positive
,"ﻓﻲ ﺍﻟﺨﻤﺞ ﻣﺘﺎﻋﻚ.  ﺍﻟﺤﻖ ﻓﻠﻲ ﻳﺘﻔﺮﺝ ﻓﻴﻚ""",Negative
,مخفك,Positive
,tfuh alik  ya olfa ta3refha enti erjoliya ya hayawana,Negative
,من الوجوه التي تبيض الارهاب,Negative
,M'en a7sen ma3dna fi tounis w tsta7a9 adwar akber m'en liga3da ta3mlhoum,Positive
,والله جعفر القاسمي إنسان خلوق وحتى تفدليكو مقبول إنسان إجابي واصل خويا جعفر وعاون الناس ولك كل الإحترام مني خاصة ومن شعبنا عامة,Positive
,نحيوا بوها الثقافة مادام هذا المنحط و امثالوا يحبوا يرتقيوا بيها و يمثلوها. لا يصلح الا قواد خلاه بوه الحنين ملقاش شكون يعطيه رضعتوا,Negative
,فسدت برنامج الراجل بضمارك الثقيل,Negative
,مومو يااا ضاااامر بو زينك محلاك,Positive
,طحيحين 💸💸,Negative
,لعنة الله عليك,Negative
,Bravoo ta7foun barcha 😍😍👍👍,Positive
,Mamsatha fel  mousalsel hedha,Negative
,توفيق اللحاس,Negative
,khamej barcha,Negative
,bsara7a tayara,Positive
,Hhhhhhhh bravo karim 😂😂😂😂😂,Positive
,Mokrez,Negative
,Wlh wahra beki jiba,Positive
,Bravo walid.,Positive
,ليلى الشابي لازمها ما عادش تظهر في التلفزة و لا راديو عام آخر.. خلينا نهظمو المساطة اللي سيبتهالنا الجمعة هذي.,Negative
